Date;Code INSEE region;Region;Vitesse du vent a 100m (m/s);Rayonnement solaire (W/m2)
2018-03-15;76;Occitanie;6.77125;157.33625
2018-03-15;84;Auvergne-Rhone-Alpes;3.90875;68.77875
2018-03-15;93;Provence-Alpes-Cote d'Azur;6.785;87.335
2018-03-16;11;Ile-de-France;6.3375;127.81875
2018-03-16;24;Centre-Val de Loire;6.2175;126.93125
2018-03-16;27;Bourgogne-Franche-Comte;5.1587499999999995;142.73624999999998
2018-03-16;28;Normandie;7.75375;143.56
2018-03-16;32;Hauts-de-France;7.25125;118.8675
2018-03-16;44;Grand Est;6.33375;121.55250000000001
2018-03-16;52;Pays de la Loire;7.5825000000000005;145.18875
2018-03-16;53;Bretagne;8.1575;138.475
2018-03-16;75;Nouvelle-Aquitaine;5.7475;155.93375
2018-03-16;76;Occitanie;6.5525;157.62125
2018-03-16;84;Auvergne-Rhone-Alpes;4.03625;168.07625000000002
2018-03-16;93;Provence-Alpes-Cote d'Azur;7.31375;188.36875
2018-03-17;11;Ile-de-France;6.55625;89.44375
2018-03-17;24;Centre-Val de Loire;5.9975;105.2675
2018-03-17;27;Bourgogne-Franche-Comte;5.40125;79.325
2018-03-17;28;Normandie;7.7075;72.6725
2018-03-17;32;Hauts-de-France;7.67;76.7825
2018-03-17;44;Grand Est;6.28;70.935
2018-03-17;52;Pays de la Loire;7.1850000000000005;120.01249999999999
2018-03-17;53;Bretagne;7.6925;115.29125
2018-03-17;75;Nouvelle-Aquitaine;5.83125;137.03625
2018-03-17;76;Occitanie;6.915;163.91875
2018-03-17;84;Auvergne-Rhone-Alpes;4.09875;90.48125
2018-03-17;93;Provence-Alpes-Cote d'Azur;6.43875;166.88875
2018-03-18;11;Ile-de-France;6.45625;108.6275
2018-03-18;24;Centre-Val de Loire;5.78;109.21125
2018-03-18;27;Bourgogne-Franche-Comte;5.35125;90.51124999999999
2018-03-18;28;Normandie;7.828749999999999;98.31625000000001
2018-03-18;32;Hauts-de-France;7.5649999999999995;142.025
2018-03-18;44;Grand Est;6.24875;112.8825
2018-03-18;52;Pays de la Loire;6.5775;122.895
2018-03-18;53;Bretagne;7.359999999999999;137.38375
2018-03-18;75;Nouvelle-Aquitaine;5.98625;136.49375
2018-03-18;76;Occitanie;6.9675;151.60625
2018-03-18;84;Auvergne-Rhone-Alpes;4.105;113.08
2018-03-18;93;Provence-Alpes-Cote d'Azur;7.20375;165.0675
2018-03-19;11;Ile-de-France;6.53625;151.67000000000002
2018-03-19;24;Centre-Val de Loire;5.86875;138.69625
2018-03-19;27;Bourgogne-Franche-Comte;5.32375;126.345
2018-03-19;28;Normandie;7.68625;147.61375
2018-03-19;32;Hauts-de-France;7.95125;171.32625
2018-03-19;44;Grand Est;5.5275;152.68625
2018-03-19;52;Pays de la Loire;6.9675;144.71375
2018-03-19;53;Bretagne;7.67125;122.39250000000001
2018-03-19;75;Nouvelle-Aquitaine;5.92875;114.6025
2018-03-19;76;Occitanie;7.39;157.66625
2018-03-19;84;Auvergne-Rhone-Alpes;4.38875;136.825
2018-03-19;93;Provence-Alpes-Cote d'Azur;6.36125;210.81875000000002
2018-03-20;11;Ile-de-France;6.4;113.45875000000001
2018-03-20;24;Centre-Val de Loire;6.255;145.9675
2018-03-20;27;Bourgogne-Franche-Comte;5.14;193.49249999999998
2018-03-20;28;Normandie;7.3825;114.58
2018-03-20;32;Hauts-de-France;7.5225;127.12125
2018-03-20;44;Grand Est;5.49875;147.1125
2018-03-20;52;Pays de la Loire;6.7;145.53875
2018-03-20;53;Bretagne;7.453749999999999;124.75
2018-03-20;75;Nouvelle-Aquitaine;6.12;190.58374999999998
2018-03-20;76;Occitanie;7.6825;170.4275
2018-03-20;84;Auvergne-Rhone-Alpes;4.98125;187.3225
2018-03-20;93;Provence-Alpes-Cote d'Azur;6.89125;186.35000000000002
2018-03-21;11;Ile-de-France;6.1875;138.80875
2018-03-21;24;Centre-Val de Loire;6.24875;176.88375
2018-03-21;27;Bourgogne-Franche-Comte;5.2075;205.56375
2018-03-21;28;Normandie;7.00375;136.45374999999999
2018-03-21;32;Hauts-de-France;6.97625;125.06875
2018-03-21;44;Grand Est;5.25625;192.8725
2018-03-21;52;Pays de la Loire;6.74625;137.6225
2018-03-21;53;Bretagne;7.2837499999999995;117.81375
2018-03-21;75;Nouvelle-Aquitaine;5.83375;209.58375
2018-03-21;76;Occitanie;7.725;216.875
2018-03-21;84;Auvergne-Rhone-Alpes;4.83875;207.655
2018-03-21;93;Provence-Alpes-Cote d'Azur;6.266249999999999;192.9325
2018-03-22;11;Ile-de-France;6.16375;62.545
2018-03-22;24;Centre-Val de Loire;5.90375;100.415
2018-03-22;27;Bourgogne-Franche-Comte;5.17375;137.14375
2018-03-22;28;Normandie;6.99875;111.7225
2018-03-22;32;Hauts-de-France;6.87625;65.4675
2018-03-22;44;Grand Est;4.9775;87.57750000000001
2018-03-22;52;Pays de la Loire;6.47875;121.96124999999999
2018-03-22;53;Bretagne;7.265;106.5825
2018-03-22;75;Nouvelle-Aquitaine;6.23;161.50625
2018-03-22;76;Occitanie;7.696249999999999;213.43124999999998
2018-03-22;84;Auvergne-Rhone-Alpes;4.99875;203.28750000000002
2018-03-22;93;Provence-Alpes-Cote d'Azur;6.8275;232.77625
2018-03-23;11;Ile-de-France;5.975;52.225
2018-03-23;24;Centre-Val de Loire;5.9350000000000005;51.48
2018-03-23;27;Bourgogne-Franche-Comte;4.6850000000000005;102.38749999999999
2018-03-23;28;Normandie;7.10375;97.13749999999999
2018-03-23;32;Hauts-de-France;6.47625;62.36125
2018-03-23;44;Grand Est;5.26625;88.10249999999999
2018-03-23;52;Pays de la Loire;7.19625;92.83875
2018-03-23;53;Bretagne;7.62;115.23875
2018-03-23;75;Nouvelle-Aquitaine;6.3675;70.5875
2018-03-23;76;Occitanie;7.81125;160.69125
2018-03-23;84;Auvergne-Rhone-Alpes;4.50375;166.66625
2018-03-23;93;Provence-Alpes-Cote d'Azur;6.71375;228.81875
2018-03-24;11;Ile-de-France;6.2075;105.22625
2018-03-24;24;Centre-Val de Loire;6.06625;107.66499999999999
2018-03-24;27;Bourgogne-Franche-Comte;4.77125;193.35625
2018-03-24;28;Normandie;7.1850000000000005;95.0325
2018-03-24;32;Hauts-de-France;6.51375;89.65375
2018-03-24;44;Grand Est;4.985;193.50124999999997
2018-03-24;52;Pays de la Loire;6.6575;99.96000000000001
2018-03-24;53;Bretagne;7.825;143.3975
2018-03-24;75;Nouvelle-Aquitaine;6.17125;103.9925
2018-03-24;76;Occitanie;7.275;61.985
2018-03-24;84;Auvergne-Rhone-Alpes;3.755;171.4
2018-03-24;93;Provence-Alpes-Cote d'Azur;7.8325;153.5625
2018-03-25;11;Ile-de-France;5.703749999999999;132.64375
2018-03-25;24;Centre-Val de Loire;5.68875;130.51624999999999
2018-03-25;27;Bourgogne-Franche-Comte;4.5225;144.5575
2018-03-25;28;Normandie;7.02375;149.47125
2018-03-25;32;Hauts-de-France;5.99625;134.4325
2018-03-25;44;Grand Est;5.2225;152.68625
2018-03-25;52;Pays de la Loire;6.97375;142.80875
2018-03-25;53;Bretagne;7.7725;145.44625
2018-03-25;75;Nouvelle-Aquitaine;6.68;129.08
2018-03-25;76;Occitanie;7.5475;147.60625
2018-03-25;84;Auvergne-Rhone-Alpes;3.9675000000000002;148.5475
2018-03-25;93;Provence-Alpes-Cote d'Azur;7.775;186.67624999999998
2018-03-26;11;Ile-de-France;6.575;149.55624999999998
2018-03-26;24;Centre-Val de Loire;6.57;132.045
2018-03-26;27;Bourgogne-Franche-Comte;5.39875;124.96625
2018-03-26;28;Normandie;7.68875;160.31125
2018-03-26;32;Hauts-de-France;6.73625;159.5975
2018-03-26;44;Grand Est;5.6825;131.5475
2018-03-26;52;Pays de la Loire;7.85875;157.67625
2018-03-26;53;Bretagne;8.4;118.91375
2018-03-26;75;Nouvelle-Aquitaine;6.81875;141.70624999999998
2018-03-26;76;Occitanie;7.005;162.82
2018-03-26;84;Auvergne-Rhone-Alpes;4.045;147.9525
2018-03-26;93;Provence-Alpes-Cote d'Azur;7.635;226.43125
2018-03-27;11;Ile-de-France;6.20875;47.41
2018-03-27;24;Centre-Val de Loire;6.4125;44.32875
2018-03-27;27;Bourgogne-Franche-Comte;5.24375;47.9525
2018-03-27;28;Normandie;7.4375;82.26125
2018-03-27;32;Hauts-de-France;6.40125;53.41625
2018-03-27;44;Grand Est;5.56375;59.94125
2018-03-27;52;Pays de la Loire;7.7825;72.7775
2018-03-27;53;Bretagne;8.2575;98.33625
2018-03-27;75;Nouvelle-Aquitaine;7.26875;47.3575
2018-03-27;76;Occitanie;7.35875;65.81875
2018-03-27;84;Auvergne-Rhone-Alpes;3.9825;71.0975
2018-03-27;93;Provence-Alpes-Cote d'Azur;7.945;179.89874999999998
2018-03-28;11;Ile-de-France;7.38375;100.26375
2018-03-28;24;Centre-Val de Loire;7.47375;91.00375
2018-03-28;27;Bourgogne-Franche-Comte;6.37;51.10125
2018-03-28;28;Normandie;8.1;126.28375
2018-03-28;32;Hauts-de-France;7.5775;73.84125
2018-03-28;44;Grand Est;5.865;60.5625
2018-03-28;52;Pays de la Loire;8.61375;140.8475
2018-03-28;53;Bretagne;8.99375;167.035
2018-03-28;75;Nouvelle-Aquitaine;7.077500000000001;85.38374999999999
2018-03-28;76;Occitanie;6.55875;126.22125
2018-03-28;84;Auvergne-Rhone-Alpes;3.7962499999999997;83.02625
2018-03-28;93;Provence-Alpes-Cote d'Azur;8.14;192.31125
2018-03-29;11;Ile-de-France;6.61125;170.37
2018-03-29;24;Centre-Val de Loire;6.58625;168.63
2018-03-29;27;Bourgogne-Franche-Comte;5.30375;151.655
2018-03-29;28;Normandie;7.60375;146.2125
2018-03-29;32;Hauts-de-France;6.63125;167.74125
2018-03-29;44;Grand Est;5.81375;153.205
2018-03-29;52;Pays de la Loire;7.6325;128.815
2018-03-29;53;Bretagne;8.505;134.03
2018-03-29;75;Nouvelle-Aquitaine;7.36375;155.6075
2018-03-29;76;Occitanie;7.09125;137.58375
2018-03-29;84;Auvergne-Rhone-Alpes;3.99375;170.79125
2018-03-29;93;Provence-Alpes-Cote d'Azur;8.13125;174.95875
2018-03-30;11;Ile-de-France;7.15875;112.85875
2018-03-30;24;Centre-Val de Loire;7.36125;130.7475
2018-03-30;27;Bourgogne-Franche-Comte;5.6175;111.81875
2018-03-30;28;Normandie;8.115;98.53375
2018-03-30;32;Hauts-de-France;7.405;98.08375
2018-03-30;44;Grand Est;6.1274999999999995;123.4075
2018-03-30;52;Pays de la Loire;8.7025;147.69375
2018-03-30;53;Bretagne;8.98875;162.5175
2018-03-30;75;Nouvelle-Aquitaine;7.2825;178.21
2018-03-30;76;Occitanie;6.62875;178.28
2018-03-30;84;Auvergne-Rhone-Alpes;3.71;133.10125
2018-03-30;93;Provence-Alpes-Cote d'Azur;7.61375;154.00125
2018-03-31;11;Ile-de-France;6.565;145.3225
2018-03-31;24;Centre-Val de Loire;6.515;136.3025
2018-03-31;27;Bourgogne-Franche-Comte;4.97;178.68
2018-03-31;28;Normandie;7.76625;152.58125
2018-03-31;32;Hauts-de-France;6.5875;149.38625
2018-03-31;44;Grand Est;6.13625;169.31875
2018-03-31;52;Pays de la Loire;7.9925;162.6525
2018-03-31;53;Bretagne;8.536249999999999;173.03125
2018-03-31;75;Nouvelle-Aquitaine;7.12625;156.45125000000002
2018-03-31;76;Occitanie;7.2075;169.75625
2018-03-31;84;Auvergne-Rhone-Alpes;4.1175;168.815
2018-03-31;93;Provence-Alpes-Cote d'Azur;8.37125;179.28375
2018-04-01;11;Ile-de-France;6.8825;108.77625
2018-04-01;24;Centre-Val de Loire;7.0125;145.26875
2018-04-01;27;Bourgogne-Franche-Comte;6.06375;135.86
2018-04-01;28;Normandie;8.1;134.89625
2018-04-01;32;Hauts-de-France;7.1125;117.465
2018-04-01;44;Grand Est;6.4375;116.82875
2018-04-01;52;Pays de la Loire;8.3475;116.195
2018-04-01;53;Bretagne;8.87125;77.84625
2018-04-01;75;Nouvelle-Aquitaine;7.21;180.7025
2018-04-01;76;Occitanie;7.0125;226.38125
2018-04-01;84;Auvergne-Rhone-Alpes;4.015;188.2975
2018-04-01;93;Provence-Alpes-Cote d'Azur;8.030000000000001;251.72625
2018-04-02;11;Ile-de-France;6.7625;127.60624999999999
2018-04-02;24;Centre-Val de Loire;6.59125;160.47
2018-04-02;27;Bourgogne-Franche-Comte;5.3925;193.315
2018-04-02;28;Normandie;7.5912500000000005;90.25625
2018-04-02;32;Hauts-de-France;6.7225;104.1825
2018-04-02;44;Grand Est;6.42875;166.64374999999998
2018-04-02;52;Pays de la Loire;8.26875;135.97
2018-04-02;53;Bretagne;8.59125;114.3775
2018-04-02;75;Nouvelle-Aquitaine;7.2925;170.61
2018-04-02;76;Occitanie;7.734999999999999;188.01875
2018-04-02;84;Auvergne-Rhone-Alpes;4.6675;213.06375000000003
2018-04-02;93;Provence-Alpes-Cote d'Azur;8.71625;228.71625
2018-04-03;11;Ile-de-France;7.21;124.63125
2018-04-03;24;Centre-Val de Loire;7.45375;121.8275
2018-04-03;27;Bourgogne-Franche-Comte;6.5175;158.16625
2018-04-03;28;Normandie;8.02125;120.36874999999999
2018-04-03;32;Hauts-de-France;7.76625;126.19
2018-04-03;44;Grand Est;6.3875;149.64375
2018-04-03;52;Pays de la Loire;7.8375;123.03875
2018-04-03;53;Bretagne;8.88875;146.535
2018-04-03;75;Nouvelle-Aquitaine;7.10125;167.59375
2018-04-03;76;Occitanie;7.01125;157.64625
2018-04-03;84;Auvergne-Rhone-Alpes;4.483750000000001;160.92375
2018-04-03;93;Provence-Alpes-Cote d'Azur;8.0225;133.835
2018-04-04;11;Ile-de-France;6.9425;155.035
2018-04-04;24;Centre-Val de Loire;7.085;166.64375
2018-04-04;27;Bourgogne-Franche-Comte;5.6575;121.01375
2018-04-04;28;Normandie;7.8925;153.16375
2018-04-04;32;Hauts-de-France;7.2225;147.86624999999998
2018-04-04;44;Grand Est;5.8025;131.66625
2018-04-04;52;Pays de la Loire;7.65125;155.5075
2018-04-04;53;Bretagne;8.563749999999999;170.33875
2018-04-04;75;Nouvelle-Aquitaine;6.7925;182.62625
2018-04-04;76;Occitanie;7.255;191.55625
2018-04-04;84;Auvergne-Rhone-Alpes;4.83875;137.5975
2018-04-04;93;Provence-Alpes-Cote d'Azur;9.09625;143.89625
2018-04-05;11;Ile-de-France;7.2775;151.9325
2018-04-05;24;Centre-Val de Loire;7.1575;176.97375
2018-04-05;27;Bourgogne-Franche-Comte;6.3375;165.055
2018-04-05;28;Normandie;7.8825;197.88750000000002
2018-04-05;32;Hauts-de-France;7.79375;147.595
2018-04-05;44;Grand Est;6.4399999999999995;145.10999999999999
2018-04-05;52;Pays de la Loire;7.09375;213.62875
2018-04-05;53;Bretagne;8.3575;210.6475
2018-04-05;75;Nouvelle-Aquitaine;6.48375;214.74625
2018-04-05;76;Occitanie;7.08625;232.93875
2018-04-05;84;Auvergne-Rhone-Alpes;4.4975000000000005;195.1475
2018-04-05;93;Provence-Alpes-Cote d'Azur;8.205;249.59875000000002
2018-04-06;11;Ile-de-France;6.135;242.09
2018-04-06;24;Centre-Val de Loire;6.17625;249.795
2018-04-06;27;Bourgogne-Franche-Comte;5.3375;249.89625
2018-04-06;28;Normandie;6.825;220.43875
2018-04-06;32;Hauts-de-France;6.44375;229.88625000000002
2018-04-06;44;Grand Est;5.61875;243.185
2018-04-06;52;Pays de la Loire;6.91875;238.49875
2018-04-06;53;Bretagne;7.4712499999999995;179.59875
2018-04-06;75;Nouvelle-Aquitaine;6.5687500000000005;254.89499999999998
2018-04-06;76;Occitanie;7.63375;251.3825
2018-04-06;84;Auvergne-Rhone-Alpes;4.76875;259.99375
2018-04-06;93;Provence-Alpes-Cote d'Azur;8.675;258.935
2018-04-07;11;Ile-de-France;6.49625;145.76624999999999
2018-04-07;24;Centre-Val de Loire;6.32125;138.61
2018-04-07;27;Bourgogne-Franche-Comte;5.11625;187.535
2018-04-07;28;Normandie;7.016249999999999;119.155
2018-04-07;32;Hauts-de-France;7.0325;140.51125000000002
2018-04-07;44;Grand Est;5.5525;220.30625
2018-04-07;52;Pays de la Loire;6.69;100.56625
2018-04-07;53;Bretagne;6.7775;131.73125
2018-04-07;75;Nouvelle-Aquitaine;6.305;122.39125
2018-04-07;76;Occitanie;7.31125;192.98125
2018-04-07;84;Auvergne-Rhone-Alpes;3.99625;200.48125
2018-04-07;93;Provence-Alpes-Cote d'Azur;8.49875;204.7225
2018-04-08;11;Ile-de-France;5.5525;158.245
2018-04-08;24;Centre-Val de Loire;5.63875;120.3125
2018-04-08;27;Bourgogne-Franche-Comte;4.98625;183.32250000000002
2018-04-08;28;Normandie;6.12375;88.74375
2018-04-08;32;Hauts-de-France;5.6525;139.04625
2018-04-08;44;Grand Est;4.94625;197.94625000000002
2018-04-08;52;Pays de la Loire;5.9375;90.3275
2018-04-08;53;Bretagne;5.97375;144.14125
2018-04-08;75;Nouvelle-Aquitaine;6.08625;99.89500000000001
2018-04-08;76;Occitanie;6.9;75.03375
2018-04-08;84;Auvergne-Rhone-Alpes;4.25125;167.87875
2018-04-08;93;Provence-Alpes-Cote d'Azur;9.1175;175.18625
2018-04-09;11;Ile-de-France;5.87875;94.99875
2018-04-09;24;Centre-Val de Loire;6.0912500000000005;102.32875
2018-04-09;27;Bourgogne-Franche-Comte;5.23625;129.78625
2018-04-09;28;Normandie;5.84;96.30250000000001
2018-04-09;32;Hauts-de-France;6.08875;108.36625
2018-04-09;44;Grand Est;5.51125;146.65875
2018-04-09;52;Pays de la Loire;5.68375;94.36625000000001
2018-04-09;53;Bretagne;5.645;112.59375
2018-04-09;75;Nouvelle-Aquitaine;5.686249999999999;135.84625
2018-04-09;76;Occitanie;6.89375;156.13125
2018-04-09;84;Auvergne-Rhone-Alpes;4.422499999999999;129.31125
2018-04-09;93;Provence-Alpes-Cote d'Azur;8.63625;145.3675
2018-04-10;11;Ile-de-France;5.43;147.90875
2018-04-10;24;Centre-Val de Loire;5.5649999999999995;138.0225
2018-04-10;27;Bourgogne-Franche-Comte;4.885;159.63375
2018-04-10;28;Normandie;5.62875;138.41875
2018-04-10;32;Hauts-de-France;5.41375;159.69125
2018-04-10;44;Grand Est;5.0287500000000005;141.10375
2018-04-10;52;Pays de la Loire;5.03125;133.6775
2018-04-10;53;Bretagne;5.2625;140.805
2018-04-10;75;Nouvelle-Aquitaine;5.375;147.46375
2018-04-10;76;Occitanie;6.8975;200.39124999999999
2018-04-10;84;Auvergne-Rhone-Alpes;4.2125;173.43375
2018-04-10;93;Provence-Alpes-Cote d'Azur;8.43125;166.83125
2018-04-11;11;Ile-de-France;5.501250000000001;221.82875
2018-04-11;24;Centre-Val de Loire;5.485;176.565
2018-04-11;27;Bourgogne-Franche-Comte;5.2025;202.43625
2018-04-11;28;Normandie;5.39;217.23375
2018-04-11;32;Hauts-de-France;5.57625;206.55875
2018-04-11;44;Grand Est;4.68375;231.13375
2018-04-11;52;Pays de la Loire;5.42875;168.45
2018-04-11;53;Bretagne;5.2299999999999995;197.81125
2018-04-11;75;Nouvelle-Aquitaine;5.245;94.62125
2018-04-11;76;Occitanie;6.7162500000000005;73.5625
2018-04-11;84;Auvergne-Rhone-Alpes;4.21875;128.78625
2018-04-11;93;Provence-Alpes-Cote d'Azur;8.20875;58.34625
2018-04-12;11;Ile-de-France;5.34;136.32625000000002
2018-04-12;24;Centre-Val de Loire;5.50125;155.32625000000002
2018-04-12;27;Bourgogne-Franche-Comte;5.54;205.30375
2018-04-12;28;Normandie;5.05375;162.02375
2018-04-12;32;Hauts-de-France;5.30875;130.2525
2018-04-12;44;Grand Est;5.3012500000000005;189.54125000000002
2018-04-12;52;Pays de la Loire;4.88625;136.655
2018-04-12;53;Bretagne;5.13625;172.83499999999998
2018-04-12;75;Nouvelle-Aquitaine;5.13;154.72375
2018-04-12;76;Occitanie;6.75;156.6875
2018-04-12;84;Auvergne-Rhone-Alpes;4.43125;187.80374999999998
2018-04-12;93;Provence-Alpes-Cote d'Azur;7.515;121.945
2018-04-13;11;Ile-de-France;5.02875;181.965
2018-04-13;24;Centre-Val de Loire;4.90625;178.70749999999998
2018-04-13;27;Bourgogne-Franche-Comte;4.74875;202.715
2018-04-13;28;Normandie;4.915;163.08875
2018-04-13;32;Hauts-de-France;4.8725000000000005;176.815
2018-04-13;44;Grand Est;5.05875;200.5625
2018-04-13;52;Pays de la Loire;4.3875;187.65875
2018-04-13;53;Bretagne;4.87125;193.6975
2018-04-13;75;Nouvelle-Aquitaine;4.61;182.81875
2018-04-13;76;Occitanie;6.2675;153.49125
2018-04-13;84;Auvergne-Rhone-Alpes;3.75375;192.6325
2018-04-13;93;Provence-Alpes-Cote d'Azur;6.8575;170.245
2018-04-14;11;Ile-de-France;4.87375;145.585
2018-04-14;24;Centre-Val de Loire;4.93375;149.76625
2018-04-14;27;Bourgogne-Franche-Comte;4.4875;187.4275
2018-04-14;28;Normandie;4.6025;177.8
2018-04-14;32;Hauts-de-France;4.805;178.4575
2018-04-14;44;Grand Est;4.89;205.59375
2018-04-14;52;Pays de la Loire;4.655;191.72750000000002
2018-04-14;53;Bretagne;5.23875;198.07875
2018-04-14;75;Nouvelle-Aquitaine;4.28875;193.89625
2018-04-14;76;Occitanie;5.9925;120.17875000000001
2018-04-14;84;Auvergne-Rhone-Alpes;3.59125;174.31375
2018-04-14;93;Provence-Alpes-Cote d'Azur;6.8774999999999995;152.90375
2018-04-15;11;Ile-de-France;4.91375;188.685
2018-04-15;24;Centre-Val de Loire;4.53125;185.88375000000002
2018-04-15;27;Bourgogne-Franche-Comte;4.4775;221.95000000000002
2018-04-15;28;Normandie;4.8325;162.52875
2018-04-15;32;Hauts-de-France;5.2524999999999995;185.01749999999998
2018-04-15;44;Grand Est;4.7975;217.29125
2018-04-15;52;Pays de la Loire;4.422499999999999;168.95125000000002
2018-04-15;53;Bretagne;5.57;150.03
2018-04-15;75;Nouvelle-Aquitaine;4.42875;212.385
2018-04-15;76;Occitanie;5.7275;229.3375
2018-04-15;84;Auvergne-Rhone-Alpes;3.96875;234.36125
2018-04-15;93;Provence-Alpes-Cote d'Azur;5.94;191.995
2018-04-16;11;Ile-de-France;4.525;194.0575
2018-04-16;24;Centre-Val de Loire;4.60375;174.85625000000002
2018-04-16;27;Bourgogne-Franche-Comte;4.407500000000001;180.875
2018-04-16;28;Normandie;5.1587499999999995;198.6225
2018-04-16;32;Hauts-de-France;4.74875;199.84875
2018-04-16;44;Grand Est;4.83625;186.8275
2018-04-16;52;Pays de la Loire;4.495;204.41125
2018-04-16;53;Bretagne;5.99625;216.9975
2018-04-16;75;Nouvelle-Aquitaine;4.22;158.27375
2018-04-16;76;Occitanie;5.2125;176.73624999999998
2018-04-16;84;Auvergne-Rhone-Alpes;3.6775;175.12875
2018-04-16;93;Provence-Alpes-Cote d'Azur;4.99375;228.49374999999998
2018-04-17;11;Ile-de-France;4.93125;263.31125
2018-04-17;24;Centre-Val de Loire;4.18625;265.55125
2018-04-17;27;Bourgogne-Franche-Comte;4.42875;236.14875
2018-04-17;28;Normandie;5.49875;260.225
2018-04-17;32;Hauts-de-France;5.30375;257.10875
2018-04-17;44;Grand Est;4.60625;239.96625
2018-04-17;52;Pays de la Loire;5.0725;267.5025
2018-04-17;53;Bretagne;6.445;243.19625000000002
2018-04-17;75;Nouvelle-Aquitaine;4.2625;271.5075
2018-04-17;76;Occitanie;4.86375;265.28875
2018-04-17;84;Auvergne-Rhone-Alpes;3.6462499999999998;235.05875
2018-04-17;93;Provence-Alpes-Cote d'Azur;4.4325;249.5775
2018-04-18;11;Ile-de-France;4.495;264.07625
2018-04-18;24;Centre-Val de Loire;4.5125;264.78125
2018-04-18;27;Bourgogne-Franche-Comte;4.85625;260.80125
2018-04-18;28;Normandie;5.485;264.20124999999996
2018-04-18;32;Hauts-de-France;4.8725;260.24875
2018-04-18;44;Grand Est;4.24625;260.02125
2018-04-18;52;Pays de la Loire;4.9625;268.81
2018-04-18;53;Bretagne;6.59125;267.935
2018-04-18;75;Nouvelle-Aquitaine;4.33625;275.95625
2018-04-18;76;Occitanie;4.80875;272.44625
2018-04-18;84;Auvergne-Rhone-Alpes;3.19875;270.32625
2018-04-18;93;Provence-Alpes-Cote d'Azur;4.31125;248.52
2018-04-19;11;Ile-de-France;5.06125;266.06125000000003
2018-04-19;24;Centre-Val de Loire;4.77625;271.035
2018-04-19;27;Bourgogne-Franche-Comte;4.27;270.94875
2018-04-19;28;Normandie;6.025;260.43
2018-04-19;32;Hauts-de-France;5.8075;261.95500000000004
2018-04-19;44;Grand Est;4.5424999999999995;270.93
2018-04-19;52;Pays de la Loire;5.66375;266.985
2018-04-19;53;Bretagne;6.77;258.21625
2018-04-19;75;Nouvelle-Aquitaine;4.42;271.71625
2018-04-19;76;Occitanie;4.90375;271.50125
2018-04-19;84;Auvergne-Rhone-Alpes;2.8325;274.15000000000003
2018-04-19;93;Provence-Alpes-Cote d'Azur;4.43375;268.5475
2018-04-20;11;Ile-de-France;4.2725;250.0625
2018-04-20;24;Centre-Val de Loire;4.22375;254.82625
2018-04-20;27;Bourgogne-Franche-Comte;3.5725;269.61125
2018-04-20;28;Normandie;5.6425;236.21875
2018-04-20;32;Hauts-de-France;5.1275;243.72125
2018-04-20;44;Grand Est;4.141249999999999;267.47875
2018-04-20;52;Pays de la Loire;5.205;256.935
2018-04-20;53;Bretagne;6.43125;252.98250000000002
2018-04-20;75;Nouvelle-Aquitaine;4.3325;264.24125
2018-04-20;76;Occitanie;4.83625;274.3425
2018-04-20;84;Auvergne-Rhone-Alpes;2.86375;273.53499999999997
2018-04-20;93;Provence-Alpes-Cote d'Azur;4.335;277.23125
2018-04-21;11;Ile-de-France;4.98625;231.07125
2018-04-21;24;Centre-Val de Loire;4.64125;250.73000000000002
2018-04-21;27;Bourgogne-Franche-Comte;3.8975;263.08875
2018-04-21;28;Normandie;5.76;232.08375
2018-04-21;32;Hauts-de-France;5.85625;244.23875
2018-04-21;44;Grand Est;4.4925;249.66625
2018-04-21;52;Pays de la Loire;5.52;259.19124999999997
2018-04-21;53;Bretagne;6.225;254.78375
2018-04-21;75;Nouvelle-Aquitaine;4.46125;268.79249999999996
2018-04-21;76;Occitanie;4.63875;279.19
2018-04-21;84;Auvergne-Rhone-Alpes;2.78625;273.96125
2018-04-21;93;Provence-Alpes-Cote d'Azur;4.16625;277.30625
2018-04-22;11;Ile-de-France;4.77625;244.46125
2018-04-22;24;Centre-Val de Loire;4.5675;252.58875
2018-04-22;27;Bourgogne-Franche-Comte;3.86;265.32
2018-04-22;28;Normandie;6.0962499999999995;247.86875
2018-04-22;32;Hauts-de-France;6.10875;245.45875
2018-04-22;44;Grand Est;4.2837499999999995;248.2675
2018-04-22;52;Pays de la Loire;5.30125;254.825
2018-04-22;53;Bretagne;6.1362499999999995;246.505
2018-04-22;75;Nouvelle-Aquitaine;4.45125;261.7325
2018-04-22;76;Occitanie;4.49;281.3275
2018-04-22;84;Auvergne-Rhone-Alpes;3.11125;275.53125
2018-04-22;93;Provence-Alpes-Cote d'Azur;4.32125;282.23875
2018-04-23;11;Ile-de-France;5.3012500000000005;187.33625
2018-04-23;24;Centre-Val de Loire;5.01625;198.3125
2018-04-23;27;Bourgogne-Franche-Comte;4.40125;171.17375
2018-04-23;28;Normandie;6.01125;218.31625
2018-04-23;32;Hauts-de-France;6.2825;220.33375
2018-04-23;44;Grand Est;4.72375;164.32999999999998
2018-04-23;52;Pays de la Loire;5.5025;221.76874999999998
2018-04-23;53;Bretagne;6.0337499999999995;227.30125
2018-04-23;75;Nouvelle-Aquitaine;4.4575000000000005;220.26125000000002
